Title,Company,Location,Salary,Job Type,Description,Date Posted
Carpenter (Renovations and Remodels),METRO PROPERTY MANAGEMENT,"Mount Pearl, NL",$23–$26 an hour,Full-time,"You'll also have a clean drivers abstract and criminal record check. Occasionally installing siding, windows and doors. Install flooring (laminate, vinyl etc.).  ","Employer
Active 4 days ago"
baker helper,N&N Vending Ltd,"Labrador City, NL",$15.50–$17.50 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Hours: 35 to 40 hours per week.  ","Posted
Posted 4 days ago"
"barista - Store# 16187, STAVANGER & TORBAY - ST. JOHN'",Starbucks,"St. John's, NL",$15.65 an hour,"Weekends as needed
+1","Meet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and security, with or…   ","Posted
Posted 20 days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
Hatchery Technician,Mowi ASA,"Stephenville, NL",Full-time,"Day shift
+2","In the Hatchery Technician role you will experience all the duties of a Hatchery Technician including, feeding, grading/counting or measuring fish, mortality…  ","Posted
Posted 30+ days ago"
Brewhouse Lead,First Key Consulting,"St. John's, NL","$55,000–$70,000 a year",Full-time,Post-hire training / certification required. O Identify areas for employee improvement / development. Working with Quidi Vidi Brewery encourages your best and…  ,"Employer
Active 4 days ago"
Optical Specialist,Avalon Holographics,"St. John's, NL",Full-time,N/A,You will work closely with mechanical engineers to develop opto-mechanical structures required for calibration and analysis of optical assemblies.  ,"Posted
Posted 30+ days ago"
KEY HOLDER - BIKINI VILLAGE,Boutique La Vie En Rose,"St. John's, NL",Full-time,N/A,Job Description • Cordially greet every customer; • Proceed at the opening and the closing of the day; • Answer customer’s questions and advise them on …   ,"Posted
Posted 30+ days ago"
Cashier/Inventory Pricing & Display,Notre Dame Home Castle,"Gander, NL","Full-time
+1",N/A,". Greeting customers with a smile, in person or on the phone, meeting all their merchandising needs from product inquiries, check out, to returns.  ","Employer
Active 22 days ago"
Snow Removal,GDI Services (Canada) LP,"Labrador City, NL",Seasonal,N/A,The successful candidate is required to monitor the weather and site at all times during the snow season.. Experience would be an asset..   ,"Employer
Active 8 days ago"
Hydrographer - Marine,Fugro,"St. John's, NL",Full-time,N/A,Possess the ability to obtain a valid passport for international travel. The Hydrographer is responsible for conducting Hydrographic surveys in accordance with…   ,"Posted
Posted 30+ days ago"
Service Technician,Northern Mining Equipment,"Mount Pearl, NL","$90,000–$120,000 a year",Full-time,For more information on the responsibilities and duties of this role please refer to the below: We are currently searching for a driven and ambitious licensed…  ,"Employer
Active 5 days ago"
Project Manager,Cahill,"St. John's, NL",Monday to Friday,N/A,"The Project Manager will demonstrate strong leadership skills with intense attention to detail, as well as demonstrating proficiency at leading meetings as…   ","Posted
Posted 30+ days ago"
Production Associate / Machine Attendant (Midnights),Superior Glove,"Point Leamington, NL","Monday to Friday
+1",N/A,"Take part in community and company events, staff lunch adventures and annual barbeques! Fantastic Health & Wellness benefits, including RRSP contribution…   ","Posted
Today"
Clinical Oxygen Consultant (Clarenville NL),Air Liquide,"St. John's, NL",Part-time,N/A,Provides quality care by conducting a full respiratory assessment; diagnostics as applicable; assessing and evaluating test results; delivering of equipment and…   ,"Posted
Posted 30+ days ago"
Office Coordinator,Quin-Sea Fisheries Ltd,"St. John's, NL","$45,000–$50,000 a year",Full-time,"While this is a receptionist / front desk role, we want it to be much more than that. The individual needs to take complete ownership over the entire office…   ","Employer
Active 17 days ago"
"Coordinator, Games Village",2025 Canada Games,"Hybrid remote in St. John's, NL","Full-time
+1","Weekends as needed
+1","La Société hôtesse des Jeux d’été du Canada 2025 entend employer une équipe qualifiée, qui reflète l’idée selon laquelle la diversité et l’inclusion mènent au…  ","Posted
Posted 10 days ago"
Pharmacy Intern,Walmart Canada,"Mount Pearl, NL",Part-time,N/A,Responsible for completing all requirements of an intern as outlined by their provincial regulatory body to ensure their licensure as a pharmacist in a timely…   ,"Posted
Posted 30+ days ago"
Business Development/Account Manager,Commissionaires,"St. John's, NL",Full-time,N/A,"We are a sought-after employer and community partner. We can help you achieve your goals through challenging work, professional development, and career…   ","Posted
Posted 9 days ago"
Job Coach for Person with Intellectual Disability (Office),Visions Employment Plus Inc.,"St. John's, NL",$16.05 an hour,Full-time,"Duties include working alongside individual providing support and motivation, and helping client complete their duties, which include scanning, filing,…  ","Employer
Active 4 days ago"
Business Development/Account Manager,Commissionaires,"St. John's, NL",Full-time,N/A,"We are a sought-after employer and community partner. We can help you achieve your goals through challenging work, professional development, and career…   ","Posted
Posted 9 days ago"
Outside Sales Representative,Capital Home Building Centre,"Paradise, NL",Full-time,"Monday to Friday
+1",Applicant must possess valid drivers license. Duties include but are not limited to personal contact with new and existing customers through site visits and…  ,"Employer
Active 4 days ago"
Production Supervisor,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"Our company’s success is driven by our dynamic, highly-skilled and innovative management team, supported by dedicated employees who live in coastal communities…   ","Posted
Posted 30+ days ago"
FW Maintenance Support,Cooke Aquaculture Inc.,"St. Alban's, NL",Full-time,N/A,"Our company’s success is driven by our dynamic, highly skilled, and innovative management team, supported by dedicated employees who live in coastal communities…   ","Posted
Posted 30+ days ago"
retail sales representative,Just Goody Merchants Inc.,"St. John's, NL",$15 an hour,"Full-time
+1","Greet customers and discuss type, quality and quantity of merchandise or services sought for purchase, rental or lease. Assist in display of merchandise.  ","Posted
Posted 30+ days ago"
Personal Care Attendant,Chancellor Park,"St. John's, NL",From $21.43 an hour,"Full-time
+1","As a member of the Chancellor Park interdisciplinary team, the successful candidate will assist residents with routine activities of daily living such as…   ","Employer
Active 4 days ago"
Behaviour Management Specialist,NL Health Services,"Remote in Corner Brook, NL",$38 an hour,Full-time,Use of a private vehicle and valid driver license are a condition of employment. The Behaviour Management Specialist develops and oversees the delivery of…  ,"Posted
Posted 30+ days ago"
Sales Manager,Hilton Garden Inn St. John's,"St. John's, NL",Full-time,8 hour shift,"Must be able to work a flexible schedule, hold a valid driver’s license and self-drive to client appointments. Executes sales trips to key market areas.  ","Employer
Active 11 days ago"
Cook Helper,NL Health Services,"Forteau, NL",$19.66–$21.18 an hour,Part-time,""" Prepares regular meals for special diet patients; The primary purpose of this position is to perform a variety of cooking tasks at the Labrador South Health…  ","Posted
Posted 16 days ago"
Ramp Attendant,Capital Subaru,"St. John's, NL",$17–$18 an hour,"Full-time
+1","Valid driver's license and a good driving record. Required to drive vehicles onto ramp, properly secure vehicle to alignment machine to ensure safe operation,…  ","Employer
Active 4 days ago"
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,"Full-time
+1","Day shift
+3","Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…","Employer
Active 4 days ago"
Home Support Worker,Compassion HomeCare,"St. John's, NL",From $17.73 an hour,Casual,"Valid driver's license and reliable transportation. Assist with activities of daily living, including bathing, dressing, and grooming.   ","Employer
Active 4 days ago"
Hitch Installer,U-Haul,"St. John's, NL",Full-time,N/A,"Valid driver’s license and the ability to maintain a good driving record. All applications for employment will be considered without regard to race, color,…   ","Posted
Posted 30+ days ago"
Operations Coordinator,GFL Environmental Inc.,"St. John's, NL",Full-time,N/A,"Respond to incoming customer calls and transfer to the proper departments. GFL Environmental is an equal opportunity employer and encourages women, Aboriginal…   ","Posted
Posted 26 days ago"
Warehouse Worker/Delivery Driver,Carol Wabush Distributing Company Limited,"Labrador City, NL",From $19 an hour,"Full-time
+1","Fill order, delivery, customer service skills, req driver license and clear rnc abstract. Job Types: Permanent, Full-time. Salary: From $19.00 per hour.  ","Employer
Active 10 days ago"
Clerk Typist III - Temporary hours/day,Newfoundland & Labrador English School District,"Conception Bay South, NL",$24.06–$26.63 an hour,N/A,Completion of a 2-year diploma/certificate program from a recognized post-secondary institution in Office/Business Administration.   ,"Posted
Posted 4 days ago"
Priest-in-Charge Part-time,The Diocese of Eastern Newfoundland and Labrador,"Mount Pearl, NL",Part-time,N/A,"Rev. Samuel Rose is accepting applications for the position of Priest-in-Charge, half-time, for the Parish of the Good Shepherd.  ","Posted
Posted 3 days ago"
Administrative Assistant,Association for New Canadians,"St. John's, NL",Full-time,Monday to Friday,"The role will include coordinating the administrative functions of the program, including support with planning of activities, maintenance of records and data…   ","Posted
Posted 29 days ago"
