Title,Company,Location,Salary,Job Type,Description,Date Posted
Kitchen Support Associate,fruitfull creations,"Gander, NL",From $15 an hour,Full-time,"Must be willing to learn all aspects of the store which include taking orders, cutting fruit, preparing/assembling fruit arrangements and platters, stocking…  ","Posted
Posted 1 day ago"
Retail Supervisor,Value Village,"St. John's, NL",N/A,N/A,"And, they continuously develop and empower their Team Members. Our training department / Savers University develops and delivers robust training to every team…   ","Posted
Posted 30+ days ago"
Site Superintendent,rcs Construction,"St. John's, NL",Full-time,N/A,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ","Posted
Posted 25 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ","Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1","It's crucial that you're well-versed in the Certificate of Recognition™ (COR™) Program, and being a WorkplaceNL certified instructor for training standards such…  ","Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ","Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"The repair and service of equipment as per maintenance schedule. Reporting to the Plant Manager, the General Plant Maintenance Worker will be responsible for:   ","Posted
Posted 30+ days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Early Childhood Educator,Kids Kampus Paradise,"Paradise, NL",$16.50–$35.09 an hour,"Full-time
+1",The successful candidates will have a strong focus on quality care and the drive to develop relationship with children and families.   ,"Employer
Active 3 days ago"
Kitchen Support Associate,fruitfull creations,"Gander, NL",From $15 an hour,Full-time,"Must be willing to learn all aspects of the store which include taking orders, cutting fruit, preparing/assembling fruit arrangements and platters, stocking…  ","Posted
Posted 1 day ago"
Retail Supervisor,Value Village,"St. John's, NL",N/A,N/A,"And, they continuously develop and empower their Team Members. Our training department / Savers University develops and delivers robust training to every team…   ","Posted
Posted 30+ days ago"
Site Superintendent,rcs Construction,"St. John's, NL",Full-time,N/A,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ","Posted
Posted 25 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ","Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1","It's crucial that you're well-versed in the Certificate of Recognition™ (COR™) Program, and being a WorkplaceNL certified instructor for training standards such…  ","Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ","Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"The repair and service of equipment as per maintenance schedule. Reporting to the Plant Manager, the General Plant Maintenance Worker will be responsible for:   ","Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Retail Supervisor,Value Village,"St. John's, NL",N/A,N/A,  ,"Posted
Posted 30+ days ago"
Site Superintendent,rcs Construction,"St. John's, NL",Full-time,N/A,  ,"Posted
Posted 25 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,  ,"Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1", ,"Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,  ,"Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,  ,"Posted
Posted 30+ days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,,"Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,,"Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,,"Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,,Hiring ongoing
